Status,Sharpe,Fitness,Returns(%),Drawdown(%),Margin(bps),Turnover(%),Universe,Delay,Decay,Neutralization,FailedChecks,Code,,
SUCCESS,2.1800,0.8300,5.9800,3.8000,2.8900,41.4000,TOP2500,1,5,INDUSTRY,EUR,0.08,ON,OFF,VERIFY,FASTEXPR,LOW_FITNESS;LOW_SUB_UNIVERSE_SHARPE;LOW_2Y_SHARPE,"group_zscore(ts_rank(probability_second_bucket_one_day_label_one_16/(probability_second_quantile_ten_day_bucket_zero_141+0.0001),20),industry)"
REQUEST_FAILED,,,,,,,TOP2500,1,5,INDUSTRY,EUR,0.08,ON,OFF,VERIFY,FASTEXPR,,"normalize(ts_decay_linear(group_neutralize(rank(ts_ir(probability_third_bucket_five_day_label_zero_17,5)),sector),4))"
SUCCESS,0.3600,0.0600,0.9700,10.2000,0.5000,39.1200,TOP2500,1,5,INDUSTRY,EUR,0.08,ON,OFF,VERIFY,FASTEXPR,LOW_SHARPE;LOW_FITNESS;LOW_2Y_SHARPE,"power(rank(probability_second_quantile_ten_day_bucket_one_14/(probability_second_quantile_one_day_bucket_one_131+0.0001)),2)"
SUCCESS,-2.1200,-0.7300,-4.6900,49.4200,-2.3600,39.6400,TOP2500,1,5,INDUSTRY,EUR,0.08,ON,OFF,VERIFY,FASTEXPR,LOW_SHARPE;LOW_FITNESS;LOW_2Y_SHARPE,"ts_rank(probability_second_bucket_ten_day_label_zero_17/(probability_second_bucket_ten_day_label_zero_16+0.0001),30)"
SUCCESS,3.8600,2.1100,13.4400,4.6600,5.9700,45.0600,TOP2500,1,5,INDUSTRY,EUR,0.08,ON,OFF,VERIFY,FASTEXPR,LOW_SUB_UNIVERSE_SHARPE,"group_zscore(ts_rank(probability_third_bucket_one_day_label_two_15/(probability_second_bucket_one_day_label_zero_17+0.0001),252),industry)"
SUCCESS,0.7900,0.2300,2.1500,4.9600,1.7100,25.1700,TOP2500,1,5,INDUSTRY,EUR,0.08,ON,OFF,VERIFY,FASTEXPR,LOW_SHARPE;LOW_FITNESS;LOW_2Y_SHARPE,"ts_rank(probability_third_bucket_one_day_label_one_15/(probability_second_quantile_ten_day_bucket_zero_13+0.0001),252)"
SUCCESS,4.3400,2.5300,13.4700,4.0700,6.8200,39.5200,TOP2500,1,5,INDUSTRY,EUR,0.08,ON,OFF,VERIFY,FASTEXPR,,"ts_rank(probability_second_quantile_ten_day_bucket_one_131/(probability_second_bucket_one_day_label_zero_15+0.0001),252)"
SUCCESS,-3.8700,-1.6300,-10.5200,108.6600,-3.5700,59.0000,TOP2500,1,5,INDUSTRY,EUR,0.08,ON,OFF,VERIFY,FASTEXPR,LOW_SHARPE;LOW_FITNESS;LOW_SUB_UNIVERSE_SHARPE;LOW_2Y_SHARPE,"group_neutralize(ts_rank(probability_second_quantile_ten_day_bucket_zero_13,5)-ts_rank(probability_third_bucket_five_day_label_two_15,10),industry)"
REQUEST_FAILED,,,,,,,TOP2500,1,5,INDUSTRY,EUR,0.08,ON,OFF,VERIFY,FASTEXPR,,"rank(ts_zscore(probability_second_bucket_one_day_label_zero_18,252))-rank(ts_zscore(probability_third_bucket_five_day_label_zero_15,15))"
SUCCESS,2.3500,0.6600,5.2700,2.0600,1.6000,66.0900,TOP2500,1,5,INDUSTRY,EUR,0.08,ON,OFF,VERIFY,FASTEXPR,LOW_FITNESS;LOW_SUB_UNIVERSE_SHARPE;LOW_2Y_SHARPE,"ts_rank(probability_third_bucket_five_day_label_zero_16/(probability_second_quantile_five_day_bucket_zero_13+0.0001),5)"
SUCCESS,-0.1100,-0.0100,-0.3100,9.3200,-0.2100,29.1600,TOP2500,1,5,INDUSTRY,EUR,0.08,ON,OFF,VERIFY,FASTEXPR,LOW_SHARPE;LOW_FITNESS;LOW_2Y_SHARPE,"normalize(ts_decay_linear(zscore(group_neutralize(rank(ts_delta(probability_third_bucket_one_day_label_one_7,60))-rank(ts_delta(probability_second_quantile_one_day_bucket_zero_141,5)),industry)),5))"
SUCCESS,-2.0300,-0.9500,-5.2600,55.4800,-4.3900,23.9500,TOP2500,1,5,INDUSTRY,EUR,0.08,ON,OFF,VERIFY,FASTEXPR,LOW_SHARPE;LOW_FITNESS;LOW_2Y_SHARPE,"normalize(ts_decay_linear(zscore(group_neutralize(rank(ts_delta(probability_second_quantile_ten_day_bucket_zero_141,20))-rank(ts_delta(probability_second_quantile_five_day_bucket_one_141,20)),industry)),5))"
SUCCESS,0.7500,0.1600,1.7700,3.9300,0.8900,39.6600,TOP2500,1,5,INDUSTRY,EUR,0.08,ON,OFF,VERIFY,FASTEXPR,LOW_SHARPE;LOW_FITNESS;LOW_SUB_UNIVERSE_SHARPE;LOW_2Y_SHARPE,"group_zscore(ts_rank(probability_second_quantile_one_day_bucket_one_131/(probability_third_bucket_five_day_label_two_17+0.0001),30),industry)"
SUCCESS,1.1500,0.3000,2.8100,4.3600,1.3500,41.6600,TOP2500,1,5,INDUSTRY,EUR,0.08,ON,OFF,VERIFY,FASTEXPR,LOW_SHARPE;LOW_FITNESS;LOW_SUB_UNIVERSE_SHARPE;LOW_2Y_SHARPE,"rank(ts_zscore(probability_second_quantile_ten_day_bucket_zero_141,106))-rank(ts_zscore(probability_second_quantile_one_day_bucket_zero_131,15))"
SUCCESS,-3.5100,-1.5300,-9.5300,98.3300,-3.7800,50.4000,TOP2500,1,5,INDUSTRY,EUR,0.08,ON,OFF,VERIFY,FASTEXPR,LOW_SHARPE;LOW_FITNESS;LOW_SUB_UNIVERSE_SHARPE;LOW_2Y_SHARPE,"group_zscore(ts_rank(probability_second_quantile_one_day_bucket_one_141/(probability_second_quantile_one_day_bucket_one_131+0.0001),30),industry)"
SUCCESS,1.0900,0.4300,3.6200,5.7900,3.0700,23.5300,TOP2500,1,5,INDUSTRY,EUR,0.08,ON,OFF,VERIFY,FASTEXPR,,"normalize(ts_decay_linear(zscore(group_neutralize(rank(ts_zscore(probability_second_quantile_five_day_bucket_one_13,30))*rank(probability_third_bucket_one_day_label_one_15),subindustry)),3))"
SUCCESS,-1.3800,-0.6600,-5.7000,61.5000,-4.5200,25.2400,TOP2500,1,5,INDUSTRY,EUR,0.08,ON,OFF,VERIFY,FASTEXPR,LOW_SHARPE;LOW_FITNESS;LOW_2Y_SHARPE,"normalize(ts_decay_linear(zscore(group_neutralize(rank(ts_zscore(probability_second_quantile_five_day_bucket_zero_131,252))*rank(probability_third_bucket_one_day_label_one_17),subindustry)),3))"
SUCCESS,2.3200,0.9600,6.5600,3.0400,3.4500,38.0900,TOP2500,1,5,INDUSTRY,EUR,0.08,ON,OFF,VERIFY,FASTEXPR,,"ts_rank(probability_second_quantile_one_day_bucket_one_13,106)+ts_rank(probability_third_bucket_one_day_label_one_7,30)"
REQUEST_FAILED,,,,,,,TOP2500,1,5,INDUSTRY,EUR,0.08,ON,OFF,VERIFY,FASTEXPR,,"ts_rank(probability_second_quantile_ten_day_bucket_one_131/(probability_third_bucket_five_day_label_one_16+0.0001),252)"
SUCCESS,-2.1800,-0.5900,-4.9300,51.3600,-1.4600,67.5500,TOP2500,1,5,INDUSTRY,EUR,0.08,ON,OFF,VERIFY,FASTEXPR,LOW_SHARPE;LOW_FITNESS;LOW_SUB_UNIVERSE_SHARPE;LOW_2Y_SHARPE,"group_zscore(ts_rank(probability_third_bucket_five_day_label_zero_17/(probability_third_bucket_five_day_label_zero_16+0.0001),5),industry)"
SUCCESS,-2.3600,-1.0400,-5.9300,62.6800,-3.8800,30.5300,TOP2500,1,5,INDUSTRY,EUR,0.08,ON,OFF,VERIFY,FASTEXPR,LOW_SHARPE;LOW_FITNESS;LOW_2Y_SHARPE,"normalize(ts_decay_linear(zscore(group_neutralize(rank(ts_zscore(probability_third_bucket_five_day_label_two_18,10))*rank(probability_second_quantile_five_day_bucket_zero_13),subindustry)),3))"
SUCCESS,-1.8600,-0.7500,-5.0200,52.3900,-3.2400,31.0000,TOP2500,1,5,INDUSTRY,EUR,0.08,ON,OFF,VERIFY,FASTEXPR,LOW_SHARPE;LOW_FITNESS;LOW_2Y_SHARPE,"ts_rank(probability_third_bucket_five_day_label_one_17,252)+ts_rank(probability_second_quantile_ten_day_bucket_zero_141,62)"
SUCCESS,-2.6900,-2.0400,-7.2000,77.1100,-12.6800,11.3700,TOP2500,1,5,INDUSTRY,EUR,0.08,ON,OFF,VERIFY,FASTEXPR,LOW_SHARPE;LOW_FITNESS;LOW_2Y_SHARPE,"zscore(group_neutralize(rank(ts_mean(probability_second_quantile_ten_day_bucket_zero_141,30))-rank(ts_mean(probability_second_bucket_ten_day_label_one_17,10)),industry))"
SUCCESS,-3.4400,-1.6600,-11.1600,115.4700,-4.6500,48.0500,TOP2500,1,5,INDUSTRY,EUR,0.08,ON,OFF,VERIFY,FASTEXPR,LOW_SHARPE;LOW_FITNESS;LOW_SUB_UNIVERSE_SHARPE;LOW_2Y_SHARPE,"group_zscore(ts_rank(probability_second_bucket_one_day_label_zero_15/(probability_second_bucket_one_day_label_zero_15+0.0001),60),industry)"
SUCCESS,1.3100,0.4300,3.3200,3.4100,2.2000,30.1300,TOP2500,1,5,INDUSTRY,EUR,0.08,ON,OFF,VERIFY,FASTEXPR,LOW_SHARPE;LOW_FITNESS;LOW_SUB_UNIVERSE_SHARPE;LOW_2Y_SHARPE,"normalize(ts_decay_linear(zscore(group_neutralize(rank(ts_zscore(probability_second_bucket_ten_day_label_zero_15,20))*rank(probability_second_quantile_one_day_bucket_one_131),subindustry)),3))"
REQUEST_FAILED,,,,,,,TOP2500,1,5,INDUSTRY,EUR,0.08,ON,OFF,VERIFY,FASTEXPR,,"rank(ts_zscore(probability_second_bucket_ten_day_label_one_15,10))-rank(ts_zscore(probability_second_bucket_one_day_label_one_16,15))"
SUCCESS,2.2500,0.8400,5.9200,2.3400,2.7800,42.6700,TOP2500,1,5,INDUSTRY,EUR,0.08,ON,OFF,VERIFY,FASTEXPR,,"ts_rank(probability_second_quantile_one_day_bucket_one_131,30)+ts_rank(probability_third_bucket_one_day_label_one_7,15)"
SUCCESS,-1.9400,-0.6400,-5.5800,58.6100,-2.1700,51.3500,TOP2500,1,5,INDUSTRY,EUR,0.08,ON,OFF,VERIFY,FASTEXPR,LOW_SHARPE;LOW_FITNESS;LOW_SUB_UNIVERSE_SHARPE;LOW_2Y_SHARPE,"ts_rank(probability_second_quantile_five_day_bucket_zero_141/(probability_second_bucket_one_day_label_one_16+0.0001),10)"
SUCCESS,0.3600,0.0500,0.8700,7.1100,0.4200,41.0200,TOP2500,1,5,INDUSTRY,EUR,0.08,ON,OFF,VERIFY,FASTEXPR,LOW_SHARPE;LOW_FITNESS;LOW_2Y_SHARPE,"ts_rank(probability_second_bucket_ten_day_label_one_15,60)+ts_rank(probability_second_quantile_five_day_bucket_zero_14,10)"
SUCCESS,-2.9300,-1.4500,-7.6500,79.4200,-4.9200,31.0800,TOP2500,1,5,INDUSTRY,EUR,0.08,ON,OFF,VERIFY,FASTEXPR,LOW_SHARPE;LOW_FITNESS;LOW_SUB_UNIVERSE_SHARPE;LOW_2Y_SHARPE,"group_neutralize(ts_rank(probability_third_bucket_five_day_label_zero_15,106)-ts_rank(probability_second_bucket_ten_day_label_one_16,62),industry)"
SUCCESS,-3.1000,-1.1300,-9.6900,100.2200,-2.6700,72.6800,TOP2500,1,5,INDUSTRY,EUR,0.08,ON,OFF,VERIFY,FASTEXPR,LOW_SHARPE;LOW_FITNESS;HIGH_TURNOVER;LOW_2Y_SHARPE,"group_zscore(ts_rank(probability_second_quantile_five_day_bucket_zero_141/(probability_second_quantile_one_day_bucket_one_13+0.0001),5),industry)"
REQUEST_FAILED,,,,,,,TOP2500,1,5,INDUSTRY,EUR,0.08,ON,OFF,VERIFY,FASTEXPR,,"normalize(ts_decay_linear(group_neutralize(rank(ts_ir(probability_second_quantile_ten_day_bucket_one_14,106)),sector),4))"
REQUEST_FAILED,,,,,,,TOP2500,1,5,INDUSTRY,EUR,0.08,ON,OFF,VERIFY,FASTEXPR,,"rank(ts_zscore(probability_third_bucket_five_day_label_two_15,252))-rank(ts_zscore(probability_second_quantile_one_day_bucket_one_131,10))"
SUCCESS,-3.4600,-1.8100,-12.4400,128.5900,-5.5000,45.2300,TOP2500,1,5,INDUSTRY,EUR,0.08,ON,OFF,VERIFY,FASTEXPR,LOW_SHARPE;LOW_FITNESS;LOW_SUB_UNIVERSE_SHARPE;LOW_2Y_SHARPE,"ts_rank(probability_second_quantile_one_day_bucket_zero_141/(probability_second_quantile_one_day_bucket_one_131+0.0001),106)"
REQUEST_FAILED,,,,,,,TOP2500,1,5,INDUSTRY,EUR,0.08,ON,OFF,VERIFY,FASTEXPR,,"normalize(ts_decay_linear(group_neutralize(rank(ts_ir(probability_third_bucket_five_day_label_one_16,60)),sector),4))"
REQUEST_FAILED,,,,,,,TOP2500,1,5,INDUSTRY,EUR,0.08,ON,OFF,VERIFY,FASTEXPR,,"group_neutralize(ts_rank(probability_second_quantile_one_day_bucket_one_13,120)-ts_rank(probability_second_bucket_ten_day_label_zero_16,5),industry)"
REQUEST_FAILED,,,,,,,TOP2500,1,5,INDUSTRY,EUR,0.08,ON,OFF,VERIFY,FASTEXPR,,"power(rank(probability_second_quantile_five_day_bucket_zero_13/(probability_second_quantile_ten_day_bucket_one_13+0.0001)),2)"
SUCCESS,0.0500,0.0000,0.1500,6.7500,0.1900,15.9500,TOP2500,1,5,INDUSTRY,EUR,0.08,ON,OFF,VERIFY,FASTEXPR,LOW_SHARPE;LOW_FITNESS;LOW_2Y_SHARPE,"normalize(ts_decay_linear(group_neutralize(rank(ts_ir(probability_second_quantile_one_day_bucket_zero_13,10)),sector),4))"
SUCCESS,4.2600,1.9700,12.3200,2.5100,4.2800,57.6000,TOP2500,1,5,INDUSTRY,EUR,0.08,ON,OFF,VERIFY,FASTEXPR,,"ts_rank(probability_third_bucket_one_day_label_two_15,5)+ts_rank(probability_second_quantile_ten_day_bucket_one_13,30)"
SUCCESS,-1.0200,-0.2800,-2.4100,28.6700,-1.5200,31.7400,TOP2500,1,5,INDUSTRY,EUR,0.08,ON,OFF,VERIFY,FASTEXPR,LOW_SHARPE;LOW_FITNESS;LOW_SUB_UNIVERSE_SHARPE;LOW_2Y_SHARPE,"ts_rank(probability_third_bucket_five_day_label_zero_15/(probability_third_bucket_five_day_label_one_17+0.0001),20)"
SUCCESS,1.5500,1.1500,6.8900,10.8000,14.3200,9.6100,TOP2500,1,5,INDUSTRY,EUR,0.08,ON,OFF,VERIFY,FASTEXPR,,"zscore(group_neutralize(rank(ts_mean(probability_third_bucket_five_day_label_one_17,106))-rank(ts_mean(probability_second_quantile_ten_day_bucket_zero_15,10)),industry))"
SUCCESS,-0.1600,-0.0300,-0.5700,12.5400,-1.5200,7.4800,TOP2500,1,5,INDUSTRY,EUR,0.08,ON,OFF,VERIFY,FASTEXPR,LOW_SHARPE;LOW_FITNESS;LOW_SUB_UNIVERSE_SHARPE;LOW_2Y_SHARPE,"zscore(group_neutralize(rank(ts_mean(probability_second_quantile_ten_day_bucket_zero_15,252))-rank(ts_mean(probability_second_quantile_one_day_bucket_zero_141,30)),industry))"
SUCCESS,-3.9400,-2.2900,-12.8200,134.6800,-6.7700,37.8700,TOP2500,1,5,INDUSTRY,EUR,0.08,ON,OFF,VERIFY,FASTEXPR,LOW_SHARPE;LOW_FITNESS;LOW_2Y_SHARPE,"power(rank(probability_second_quantile_ten_day_bucket_zero_141/(probability_second_bucket_one_day_label_one_15+0.0001)),2)"
SUCCESS,0.4400,0.0600,0.8900,6.0600,0.4200,42.6000,TOP2500,1,5,INDUSTRY,EUR,0.08,ON,OFF,VERIFY,FASTEXPR,LOW_SHARPE;LOW_FITNESS;LOW_SUB_UNIVERSE_SHARPE;LOW_2Y_SHARPE,"group_zscore(ts_rank(probability_second_quantile_five_day_bucket_zero_14/(probability_second_quantile_five_day_bucket_zero_13+0.0001),30),industry)"
SUCCESS,-0.2000,-0.0200,-0.4200,12.8400,-0.2400,34.7700,TOP2500,1,5,INDUSTRY,EUR,0.08,ON,OFF,VERIFY,FASTEXPR,LOW_SHARPE;LOW_FITNESS;LOW_2Y_SHARPE,"normalize(ts_decay_linear(zscore(group_neutralize(rank(ts_zscore(probability_second_quantile_ten_day_bucket_one_131,5))*rank(probability_second_quantile_ten_day_bucket_zero_141),subindustry)),3))"
REQUEST_FAILED,,,,,,,TOP2500,1,5,INDUSTRY,EUR,0.08,ON,OFF,VERIFY,FASTEXPR,,"power(rank(probability_second_quantile_five_day_bucket_one_14/(probability_second_bucket_ten_day_label_one_15+0.0001)),2)"
SUCCESS,0.3300,0.1000,1.1600,4.3300,5.9500,3.9200,TOP2500,1,5,INDUSTRY,EUR,0.08,ON,OFF,VERIFY,FASTEXPR,LOW_SHARPE;LOW_FITNESS;LOW_2Y_SHARPE,"normalize(ts_decay_linear(group_neutralize(rank(ts_ir(probability_second_bucket_one_day_label_zero_15,106)),sector),4))"
SUCCESS,1.9500,1.2800,6.2400,5.6800,8.5600,14.5800,TOP2500,1,5,INDUSTRY,EUR,0.08,ON,OFF,VERIFY,FASTEXPR,,"zscore(group_neutralize(rank(ts_mean(probability_second_quantile_ten_day_bucket_one_141,5))-rank(ts_mean(probability_second_bucket_ten_day_label_zero_17,90)),industry))"
SUCCESS,-4.3500,-2.3700,-11.9800,123.9900,-5.9600,40.1900,TOP2500,1,5,INDUSTRY,EUR,0.08,ON,OFF,VERIFY,FASTEXPR,LOW_SHARPE;LOW_FITNESS;LOW_SUB_UNIVERSE_SHARPE;LOW_2Y_SHARPE,"ts_rank(probability_second_quantile_ten_day_bucket_zero_15,252)+ts_rank(probability_third_bucket_five_day_label_zero_17,15)"
SUCCESS,1.3200,0.8400,6.6100,7.9700,8.0300,16.4700,TOP2500,1,5,INDUSTRY,EUR,0.08,ON,OFF,VERIFY,FASTEXPR,,"zscore(group_neutralize(rank(ts_mean(probability_second_quantile_ten_day_bucket_one_13,5))-rank(ts_mean(probability_third_bucket_one_day_label_one_17,62)),industry))"
SUCCESS,4.4200,2.4100,13.1800,2.8200,5.9500,44.2800,TOP2500,1,5,INDUSTRY,EUR,0.08,ON,OFF,VERIFY,FASTEXPR,,"ts_rank(probability_second_quantile_five_day_bucket_one_141/(probability_second_bucket_one_day_label_zero_18+0.0001),60)"
SUCCESS,1.5000,0.4200,3.6400,4.2600,1.5400,47.2100,TOP2500,1,5,INDUSTRY,EUR,0.08,ON,OFF,VERIFY,FASTEXPR,LOW_SHARPE;LOW_FITNESS;LOW_SUB_UNIVERSE_SHARPE;LOW_2Y_SHARPE,"ts_rank(probability_second_bucket_one_day_label_one_16,120)+ts_rank(probability_second_quantile_one_day_bucket_zero_141,10)"
SUCCESS,-0.7900,-0.3600,-2.7100,32.3900,-4.2500,12.7700,TOP2500,1,5,INDUSTRY,EUR,0.08,ON,OFF,VERIFY,FASTEXPR,LOW_SHARPE;LOW_FITNESS;LOW_SUB_UNIVERSE_SHARPE;LOW_2Y_SHARPE,"zscore(group_neutralize(rank(ts_mean(probability_second_quantile_one_day_bucket_one_131,30))-rank(ts_mean(probability_second_quantile_five_day_bucket_one_141,20)),industry))"
REQUEST_FAILED,,,,,,,TOP2500,1,5,INDUSTRY,EUR,0.08,ON,OFF,VERIFY,FASTEXPR,,"group_neutralize(ts_rank(probability_second_quantile_ten_day_bucket_zero_15,252)-ts_rank(probability_third_bucket_one_day_label_one_16,62),industry)"
SUCCESS,2.6200,0.9400,7.2200,2.8300,2.5800,56.0400,TOP2500,1,5,INDUSTRY,EUR,0.08,ON,OFF,VERIFY,FASTEXPR,,"ts_rank(probability_second_bucket_ten_day_label_one_17,5)+ts_rank(probability_second_quantile_five_day_bucket_one_142,10)"
REQUEST_FAILED,,,,,,,TOP2500,1,5,INDUSTRY,EUR,0.08,ON,OFF,VERIFY,FASTEXPR,,"normalize(ts_decay_linear(group_neutralize(rank(ts_ir(probability_second_bucket_ten_day_label_zero_17,60)),sector),4))"
SUCCESS,-1.5900,-0.5000,-3.5900,37.3200,-2.0100,35.7000,TOP2500,1,5,INDUSTRY,EUR,0.08,ON,OFF,VERIFY,FASTEXPR,LOW_SHARPE;LOW_FITNESS;LOW_SUB_UNIVERSE_SHARPE;LOW_2Y_SHARPE,"group_zscore(ts_rank(probability_second_bucket_ten_day_label_zero_16/(probability_second_quantile_one_day_bucket_zero_141+0.0001),106),industry)"
SUCCESS,0.1800,0.0400,0.6100,7.6800,0.9500,12.8300,TOP2500,1,5,INDUSTRY,EUR,0.08,ON,OFF,VERIFY,FASTEXPR,LOW_SHARPE;LOW_FITNESS;LOW_SUB_UNIVERSE_SHARPE;LOW_2Y_SHARPE,"zscore(group_neutralize(rank(ts_mean(probability_second_quantile_five_day_bucket_one_14,120))-rank(ts_mean(probability_second_quantile_one_day_bucket_one_141,10)),industry))"
SUCCESS,-3.8400,-2.3100,-9.9300,102.9000,-7.2200,27.5200,TOP2500,1,5,INDUSTRY,EUR,0.08,ON,OFF,VERIFY,FASTEXPR,LOW_SHARPE;LOW_FITNESS;LOW_2Y_SHARPE,"normalize(ts_decay_linear(zscore(group_neutralize(rank(ts_zscore(probability_second_quantile_five_day_bucket_zero_13,252))*rank(probability_second_quantile_ten_day_bucket_zero_141),subindustry)),3))"
SUCCESS,-0.9800,-0.2600,-2.4200,30.2100,-1.3600,35.5700,TOP2500,1,5,INDUSTRY,EUR,0.08,ON,OFF,VERIFY,FASTEXPR,LOW_SHARPE;LOW_FITNESS;LOW_SUB_UNIVERSE_SHARPE;LOW_2Y_SHARPE,"rank(ts_zscore(probability_second_bucket_ten_day_label_zero_17,60))-rank(ts_zscore(probability_second_bucket_one_day_label_zero_18,15))"
SUCCESS,-0.7500,-0.1900,-2.0200,25.6800,-1.2900,31.2400,TOP2500,1,5,INDUSTRY,EUR,0.08,ON,OFF,VERIFY,FASTEXPR,LOW_SHARPE;LOW_FITNESS;LOW_SUB_UNIVERSE_SHARPE;LOW_2Y_SHARPE,"ts_rank(probability_second_bucket_one_day_label_zero_18/(probability_third_bucket_one_day_label_one_17+0.0001),106)"
SUCCESS,0.8800,0.3900,2.4300,4.2600,5.7200,8.5000,TOP2500,1,5,INDUSTRY,EUR,0.08,ON,OFF,VERIFY,FASTEXPR,LOW_SHARPE;LOW_FITNESS;LOW_SUB_UNIVERSE_SHARPE;LOW_2Y_SHARPE,"normalize(ts_decay_linear(group_neutralize(rank(ts_ir(probability_second_quantile_ten_day_bucket_one_14,30)),sector),4))"
SUCCESS,0.8300,0.2300,2.0200,4.0600,1.5100,26.8500,TOP2500,1,5,INDUSTRY,EUR,0.08,ON,OFF,VERIFY,FASTEXPR,LOW_SHARPE;LOW_FITNESS;LOW_2Y_SHARPE,"normalize(ts_decay_linear(group_neutralize(rank(ts_ir(probability_second_quantile_ten_day_bucket_one_14,5)),sector),4))"
SUCCESS,3.1500,1.2600,9.4200,4.2100,3.1900,59.0800,TOP2500,1,5,INDUSTRY,EUR,0.08,ON,OFF,VERIFY,FASTEXPR,,"group_neutralize(ts_rank(probability_second_quantile_one_day_bucket_one_131,20)-ts_rank(probability_third_bucket_one_day_label_one_16,5),industry)"
SUCCESS,-4.2400,-2.2900,-12.0200,124.3500,-5.8400,41.1800,TOP2500,1,5,INDUSTRY,EUR,0.08,ON,OFF,VERIFY,FASTEXPR,LOW_SHARPE;LOW_FITNESS;LOW_SUB_UNIVERSE_SHARPE;LOW_2Y_SHARPE,"ts_rank(probability_second_bucket_ten_day_label_zero_16/(probability_second_quantile_one_day_bucket_one_14+0.0001),106)"
SUCCESS,-0.3300,-0.0900,-1.0700,17.4500,-1.6300,13.1200,TOP2500,1,5,INDUSTRY,EUR,0.08,ON,OFF,VERIFY,FASTEXPR,LOW_SHARPE;LOW_FITNESS;LOW_2Y_SHARPE,"zscore(group_neutralize(rank(ts_mean(probability_second_bucket_one_day_label_one_16,20))-rank(ts_mean(probability_second_bucket_ten_day_label_one_17,15)),industry))"
SUCCESS,-2.3000,-1.1700,-6.0700,62.9200,-5.1600,23.5400,TOP2500,1,5,INDUSTRY,EUR,0.08,ON,OFF,VERIFY,FASTEXPR,LOW_SHARPE;LOW_FITNESS;LOW_SUB_UNIVERSE_SHARPE;LOW_2Y_SHARPE,"normalize(ts_decay_linear(zscore(group_neutralize(rank(ts_delta(probability_third_bucket_five_day_label_zero_17,106))-rank(ts_delta(probability_third_bucket_five_day_label_two_17,30)),industry)),5))"
SUCCESS,2.3500,0.8600,5.3300,3.4000,2.6500,40.1300,TOP2500,1,5,INDUSTRY,EUR,0.08,ON,OFF,VERIFY,FASTEXPR,LOW_FITNESS;LOW_SUB_UNIVERSE_SHARPE,"group_neutralize(ts_rank(probability_second_quantile_five_day_bucket_zero_141,120)-ts_rank(probability_second_quantile_five_day_bucket_zero_14,90),industry)"
SUCCESS,2.7400,1.3400,7.2000,3.1800,4.7600,30.2700,TOP2500,1,5,INDUSTRY,EUR,0.08,ON,OFF,VERIFY,FASTEXPR,LOW_SUB_UNIVERSE_SHARPE;LOW_2Y_SHARPE,"group_zscore(ts_rank(probability_second_quantile_five_day_bucket_one_14/(probability_third_bucket_five_day_label_one_17+0.0001),60),industry)"
SUCCESS,4.0800,2.2000,12.7100,4.3900,5.8000,43.8300,TOP2500,1,5,INDUSTRY,EUR,0.08,ON,OFF,VERIFY,FASTEXPR,,"ts_rank(probability_third_bucket_five_day_label_two_17,60)+ts_rank(probability_second_bucket_one_day_label_one_15,62)"
SUCCESS,-1.8400,-0.5700,-4.4700,47.5700,-1.9500,45.8600,TOP2500,1,5,INDUSTRY,EUR,0.08,ON,OFF,VERIFY,FASTEXPR,LOW_SHARPE;LOW_FITNESS;LOW_SUB_UNIVERSE_SHARPE;LOW_2Y_SHARPE,"group_zscore(ts_rank(probability_second_quantile_one_day_bucket_zero_131/(probability_third_bucket_five_day_label_one_17+0.0001),10),industry)"
SUCCESS,4.2500,1.8900,12.0400,2.1800,3.9500,60.9700,TOP2500,1,5,INDUSTRY,EUR,0.08,ON,OFF,VERIFY,FASTEXPR,LOW_SUB_UNIVERSE_SHARPE,"rank(ts_zscore(probability_second_quantile_one_day_bucket_one_14,5))-rank(ts_zscore(probability_second_quantile_five_day_bucket_zero_14,20))"
SUCCESS,-0.6400,-0.1400,-1.5800,18.9600,-0.9100,34.8700,TOP2500,1,5,INDUSTRY,EUR,0.08,ON,OFF,VERIFY,FASTEXPR,LOW_SHARPE;LOW_FITNESS;LOW_2Y_SHARPE,"normalize(ts_decay_linear(zscore(group_neutralize(rank(ts_zscore(probability_second_quantile_one_day_bucket_one_14,10))*rank(probability_second_bucket_one_day_label_zero_17),subindustry)),3))"
SUCCESS,-0.5200,-0.1000,-1.3500,24.2900,-0.7700,34.8000,TOP2500,1,5,INDUSTRY,EUR,0.08,ON,OFF,VERIFY,FASTEXPR,LOW_SHARPE;LOW_FITNESS;LOW_SUB_UNIVERSE_SHARPE;LOW_2Y_SHARPE,"group_neutralize(ts_rank(probability_third_bucket_one_day_label_two_15,30)-ts_rank(probability_second_bucket_ten_day_label_one_15,62),industry)"
SUCCESS,4.1800,2.6500,12.0800,2.6100,8.0200,30.1200,TOP2500,1,5,INDUSTRY,EUR,0.08,ON,OFF,VERIFY,FASTEXPR,,"power(rank(probability_second_bucket_ten_day_label_one_16/(probability_second_quantile_ten_day_bucket_zero_13+0.0001)),2)"
